ROAD_CLASS,DISTRICT,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,NEIGHBOURHOOD_158,YEAR,MONTH_sin,MONTH_cos,DOW_sin,DOW_cos,HOUR_sin,HOUR_cos,INVAGE_00to04,INVAGE_05to09,INVAGE_10to14,INVAGE_15to19,INVAGE_20to24,INVAGE_25to29,INVAGE_30to34,INVAGE_35to39,INVAGE_40to44,INVAGE_45to49,INVAGE_50to54,INVAGE_55to59,INVAGE_60to64,INVAGE_65to69,INVAGE_70to74,INVAGE_75to79,INVAGE_80to84,INVAGE_85to89,INVAGE_90to94,INVAGE_Over95,INVAGE_unknown,NUMPERSONS,MANOEUVER_ChangingLanes,MANOEUVER_GoingAhead,MANOEUVER_MakingUTurn,MANOEUVER_Merging,MANOEUVER_Other,MANOEUVER_Overtaking,MANOEUVER_Parked,MANOEUVER_PullingAwayfromShoulderorCurb,MANOEUVER_PullingOntoShoulderortowardCurb,MANOEUVER_Reversing,MANOEUVER_SlowingorStopping,MANOEUVER_Stopped,MANOEUVER_TurningLeft,MANOEUVER_TurningRight,MANOEUVER_Unknown,DRIVACT_DisobeyedTrafficControl,DRIVACT_DrivingProperly,DRIVACT_ExceedingSpeedLimit,DRIVACT_FailedtoYieldRightofWay,DRIVACT_FollowingtooClose,DRIVACT_ImproperLaneChange,DRIVACT_ImproperPassing,DRIVACT_ImproperTurn,DRIVACT_Lostcontrol,DRIVACT_Other,DRIVACT_SpeedtooFastForCondition,DRIVACT_SpeedtooSlow,DRIVACT_WrongWayonOneWayRoad,NEAREST_HOSPITAL,DIST_TO_HOS
Minor Arterial,Toronto and East York,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,True,False,True,False,False,False,St Lawrence-East Bayfront-The Islands,2020,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Michael's,1504.5685821954394
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,False,False,True,False,False,False,False,True,True,True,True,False,False,Roncesvalles,2020,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,7,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,2121.266410107026
Major Arterial,North York,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,False,False,True,False,False,False,False,False,True,True,False,False,False,Thorncliffe Park,2020,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,2429.3152300751535
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,False,False,True,False,False,False,True,True,False,False,Stonegate-Queensway,2020,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,3769.5693228867603
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Harbourfront-CityPlace,2020,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,University Health Network - Toronto Western,2404.356365384301
Major Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Guildwood,2020,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Scarborough General,4072.9146813192638
Minor Arterial,Scarborough,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,False,False,False,True,False,False,False,False,False,False,False,False,False,Malvern West,2020,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.7071067811865477,0.7071067811865474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Scarborough Health Network - Centenary,5095.685948834405
Minor Arterial,Scarborough,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,West Hill,2020,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Scarborough Health Network - Centenary,3977.7196511601796
Major Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,False,False,False,False,False,False,False,False,False,False,False,Scarborough Village,2020,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Scarborough General,3815.8783813240007
Minor Arterial,Etobicoke York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,False,False,False,True,False,False,False,False,True,True,False,False,False,Eringate-Centennial-West Deane,2020,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,William Osler Health System - Etobicoke,10547.452538278652
Minor Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,False,False,True,False,False,True,False,False,False,False,False,False,True,South Riverdale,2020,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Unity Health Toronto - St. Michael's,3854.573047182057
Major Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Fatal,Sideswipe,False,False,True,False,False,False,False,False,False,True,False,False,False,Dorset Park,2020,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Scarborough Health Network - Scarborough General,2844.528056749259
Major Arterial,Etobicoke York,No Control,Clear,Daylight,Dry,Fatal,SMV Other,False,False,False,True,False,False,False,False,False,False,False,False,False,Markland Wood,2020,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Trillium Health Partners- Mississauga,9441.254485563608
Collector,North York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Yonge-Bay Corridor,2020,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,University Health Network - Toronto General,709.0431592839304
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,Humber Summit,2020,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,William Osler Health System - Etobicoke,7919.760584083386
Minor Arterial,Toronto and East York,Pedestrian Crossover,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,South Eglinton-Davisville,2020,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,3738.3097297234926
Major Arterial,Scarborough,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,False,False,True,True,False,False,False,True,True,True,False,False,False,Golfdale-Cedarbrae-Woburn,2020,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.25881904510252074,0.9659258262890683,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Scarborough Health Network - Scarborough General,2201.173443241394
Collector,Etobicoke York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,False,False,True,False,False,False,False,False,True,True,False,False,False,Eringate-Centennial-West Deane,2020,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,William Osler Health System - Etobicoke,9647.85533827776
Major Arterial,North York,Stop Sign,Clear,Daylight,Dry,Fatal,Turning Movement,False,False,True,True,False,False,False,False,True,True,False,False,False,Bedford Park-Nortown,2020,0.49999999999999994,-0.8660254037844387,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,4871.738229723065
Major Arterial,Scarborough,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,False,False,True,False,False,False,False,True,False,False,False,False,False,L'Amoreaux West,2020,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.9659258262890684,0.2588190451025203,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Scarborough Health Network - Birchmount,1591.9232969625155
Major Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,False,False,True,True,False,False,False,False,True,True,True,False,False,Harbourfront-CityPlace,2020,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Michael's,1945.2486528238514
Major Arterial,Etobicoke York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,False,False,False,False,Palmerston-Little Italy,2020,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,University Health Network - Toronto Western,2168.483834623825
Major Arterial,North York,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,True,False,True,False,False,False,False,False,True,True,False,False,False,Downsview,2020,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,1503.7397438221378
Major Arterial,Etobicoke York,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,True,False,False,False,False,True,True,False,False,False,Brookhaven-Amesbury,2020,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,2969.62905617652
Minor Arterial,North York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,True,False,False,False,Clanton Park,2020,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,5668.003643817967
Major Arterial,Toronto and East York,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,True,False,False,False,False,False,Dufferin Grove,2020,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,University Health Network - Toronto Western,3018.093134615803
Minor Arterial,Scarborough,No Control,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,False,False,True,True,False,False,False,True,True,True,False,False,False,Cliffcrest,2020,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Scarborough General,3630.4503813235788
Major Arterial,North York,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,False,False,True,True,False,False,False,False,False,False,False,False,False,East End-Danforth,2020,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Michael Garron Hospital,2134.6624087438686
Major Arterial,North York,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,True,False,False,False,False,False,Englemount-Lawrence,2020,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.7071067811865477,0.7071067811865474,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,5003.125175458728
Expressway,Toronto and East York,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,False,False,True,False,False,False,False,True,True,True,False,False,False,South Parkdale,2020,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Unity Health Toronto - St. Joseph's,1637.5745898898458
Major Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,False,False,False,False,Moss Park,2020,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Michael's,728.3619471823331
Major Arterial,Etobicoke York,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,False,False,True,False,False,False,False,False,False,False,False,False,True,Kingsway South,2020,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.7071067811865477,0.7071067811865474,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Unity Health Toronto - St. Joseph's,7407.130610100343
Major Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,East End-Danforth,2020,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Michael Garron Hospital,2854.011108743027
Major Arterial,North York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,False,False,False,False,Lawrence Park South,2020,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,2422.254969922593
Minor Arterial,North York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,False,False,True,False,True,False,False,True,False,False,False,False,False,Little Portugal,2020,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,University Health Network - Toronto Western,2239.495697039063
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,False,False,False,True,False,False,False,False,False,False,False,Weston-Pelham Park,2020,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,4897.991310106707
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,Junction Area,2020,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,4775.415910101263
Major Arterial,North York,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Blake-Jones,2020,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Michael Garron Hospital,1508.2085422439268
Major Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,True,False,False,False,False,False,True,True,False,False,Eglinton East,2020,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Scarborough General,1911.8762813257053
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,True,False,False,False,Edenbridge-Humber Valley,2020,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,6182.000156181748
Minor Arterial,North York,No Control,Rain,Dark,Wet,Non-Fatal Injury,Rear End,False,False,True,False,False,False,False,False,False,False,False,False,False,Newtonbrook West,2020,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.25881904510252157,0.9659258262890681,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,North York General Hospital - General Site,7066.992855145247
Minor Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,False,False,True,False,False,False,False,True,False,True,True,False,False,Tam O'Shanter-Sullivan,2020,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.2588190451025208,-0.9659258262890683,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Birchmount,3182.6698969642166
Minor Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,True,False,False,False,True,False,True,False,False,False,Broadview North,2020,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.9659258262890683,-0.25881904510252063,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Michael Garron Hospital,2879.0073422467103
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,False,False,True,True,False,False,False,False,True,True,True,False,False,Humber Summit,2020,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,William Osler Health System - Etobicoke,8305.402184089879
Local,Etobicoke York,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Oakdale-Beverley Heights,2020,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Humber River Health - Wilson,3252.693824531976
Local,North York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Pleasant View,2020,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,North York General Hospital - General Site,3674.2411894042743
Collector,North York,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,Flemingdon Park,2020,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Michael Garron Hospital,2606.162457751925
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Rear End,False,False,True,False,False,False,False,True,False,False,False,False,False,Harbourfront-CityPlace,2020,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,University Health Network - Toronto Western,2610.429065387929
